,id,prediction
899,twitter_900,NOT_SARCASM
900,twitter_901,SARCASM
901,twitter_902,SARCASM
902,twitter_903,SARCASM
903,twitter_904,SARCASM
904,twitter_905,NOT_SARCASM
905,twitter_906,NOT_SARCASM
906,twitter_907,SARCASM
907,twitter_908,SARCASM
908,twitter_909,SARCASM
909,twitter_910,NOT_SARCASM
910,twitter_911,NOT_SARCASM
911,twitter_912,SARCASM
912,twitter_913,SARCASM
913,twitter_914,NOT_SARCASM
914,twitter_915,SARCASM
915,twitter_916,NOT_SARCASM
916,twitter_917,SARCASM
917,twitter_918,NOT_SARCASM
918,twitter_919,SARCASM
919,twitter_920,NOT_SARCASM
920,twitter_921,SARCASM
921,twitter_922,SARCASM
922,twitter_923,NOT_SARCASM
923,twitter_924,SARCASM
924,twitter_925,NOT_SARCASM
925,twitter_926,NOT_SARCASM
926,twitter_927,NOT_SARCASM
927,twitter_928,NOT_SARCASM
928,twitter_929,NOT_SARCASM
929,twitter_930,NOT_SARCASM
930,twitter_931,SARCASM
931,twitter_932,SARCASM
932,twitter_933,NOT_SARCASM
933,twitter_934,NOT_SARCASM
934,twitter_935,SARCASM
935,twitter_936,SARCASM
936,twitter_937,SARCASM
937,twitter_938,NOT_SARCASM
938,twitter_939,SARCASM
939,twitter_940,SARCASM
940,twitter_941,NOT_SARCASM
941,twitter_942,NOT_SARCASM
942,twitter_943,NOT_SARCASM
943,twitter_944,SARCASM
944,twitter_945,NOT_SARCASM
945,twitter_946,SARCASM
946,twitter_947,NOT_SARCASM
947,twitter_948,SARCASM
948,twitter_949,SARCASM
949,twitter_950,SARCASM
950,twitter_951,SARCASM
951,twitter_952,SARCASM
952,twitter_953,NOT_SARCASM
953,twitter_954,SARCASM
954,twitter_955,NOT_SARCASM
955,twitter_956,SARCASM
956,twitter_957,SARCASM
957,twitter_958,SARCASM
958,twitter_959,NOT_SARCASM
959,twitter_960,SARCASM
960,twitter_961,SARCASM
961,twitter_962,SARCASM
962,twitter_963,NOT_SARCASM
963,twitter_964,SARCASM
964,twitter_965,NOT_SARCASM
965,twitter_966,SARCASM
966,twitter_967,SARCASM
967,twitter_968,SARCASM
968,twitter_969,SARCASM
969,twitter_970,SARCASM
970,twitter_971,SARCASM
971,twitter_972,NOT_SARCASM
972,twitter_973,SARCASM
973,twitter_974,SARCASM
974,twitter_975,SARCASM
975,twitter_976,NOT_SARCASM
976,twitter_977,SARCASM
977,twitter_978,NOT_SARCASM
978,twitter_979,SARCASM
979,twitter_980,SARCASM
980,twitter_981,SARCASM
981,twitter_982,NOT_SARCASM
982,twitter_983,SARCASM
983,twitter_984,SARCASM
984,twitter_985,SARCASM
985,twitter_986,NOT_SARCASM
986,twitter_987,NOT_SARCASM
987,twitter_988,SARCASM
988,twitter_989,NOT_SARCASM
989,twitter_990,NOT_SARCASM
990,twitter_991,SARCASM
991,twitter_992,NOT_SARCASM
992,twitter_993,SARCASM
993,twitter_994,SARCASM
994,twitter_995,SARCASM
995,twitter_996,SARCASM
996,twitter_997,NOT_SARCASM
997,twitter_998,SARCASM
998,twitter_999,SARCASM
999,twitter_1000,NOT_SARCASM
1000,twitter_1001,NOT_SARCASM
1001,twitter_1002,SARCASM
1002,twitter_1003,SARCASM
1003,twitter_1004,SARCASM
1004,twitter_1005,SARCASM
1005,twitter_1006,SARCASM
1006,twitter_1007,SARCASM
1007,twitter_1008,NOT_SARCASM
1008,twitter_1009,SARCASM
1009,twitter_1010,SARCASM
1010,twitter_1011,SARCASM
1011,twitter_1012,SARCASM
1012,twitter_1013,SARCASM
1013,twitter_1014,SARCASM
1014,twitter_1015,SARCASM
1015,twitter_1016,SARCASM
1016,twitter_1017,NOT_SARCASM
1017,twitter_1018,SARCASM
1018,twitter_1019,NOT_SARCASM
1019,twitter_1020,NOT_SARCASM
1020,twitter_1021,NOT_SARCASM
1021,twitter_1022,NOT_SARCASM
1022,twitter_1023,NOT_SARCASM
1023,twitter_1024,SARCASM
1024,twitter_1025,NOT_SARCASM
1025,twitter_1026,SARCASM
1026,twitter_1027,SARCASM
1027,twitter_1028,SARCASM
1028,twitter_1029,NOT_SARCASM
1029,twitter_1030,SARCASM
1030,twitter_1031,NOT_SARCASM
1031,twitter_1032,NOT_SARCASM
1032,twitter_1033,SARCASM
1033,twitter_1034,NOT_SARCASM
1034,twitter_1035,NOT_SARCASM
1035,twitter_1036,SARCASM
1036,twitter_1037,NOT_SARCASM
1037,twitter_1038,NOT_SARCASM
1038,twitter_1039,SARCASM
1039,twitter_1040,SARCASM
1040,twitter_1041,SARCASM
1041,twitter_1042,SARCASM
1042,twitter_1043,SARCASM
1043,twitter_1044,NOT_SARCASM
1044,twitter_1045,SARCASM
1045,twitter_1046,SARCASM
1046,twitter_1047,NOT_SARCASM
1047,twitter_1048,SARCASM
1048,twitter_1049,NOT_SARCASM
1049,twitter_1050,NOT_SARCASM
1050,twitter_1051,NOT_SARCASM
1051,twitter_1052,NOT_SARCASM
1052,twitter_1053,SARCASM
1053,twitter_1054,SARCASM
1054,twitter_1055,NOT_SARCASM
1055,twitter_1056,NOT_SARCASM
1056,twitter_1057,SARCASM
1057,twitter_1058,SARCASM
1058,twitter_1059,SARCASM
1059,twitter_1060,NOT_SARCASM
1060,twitter_1061,NOT_SARCASM
1061,twitter_1062,NOT_SARCASM
1062,twitter_1063,NOT_SARCASM
1063,twitter_1064,SARCASM
1064,twitter_1065,SARCASM
1065,twitter_1066,NOT_SARCASM
1066,twitter_1067,SARCASM
1067,twitter_1068,NOT_SARCASM
1068,twitter_1069,NOT_SARCASM
1069,twitter_1070,SARCASM
1070,twitter_1071,NOT_SARCASM
1071,twitter_1072,SARCASM
1072,twitter_1073,SARCASM
1073,twitter_1074,SARCASM
1074,twitter_1075,SARCASM
1075,twitter_1076,SARCASM
1076,twitter_1077,SARCASM
1077,twitter_1078,NOT_SARCASM
1078,twitter_1079,SARCASM
1079,twitter_1080,SARCASM
1080,twitter_1081,SARCASM
1081,twitter_1082,SARCASM
1082,twitter_1083,SARCASM
1083,twitter_1084,SARCASM
1084,twitter_1085,SARCASM
1085,twitter_1086,SARCASM
1086,twitter_1087,NOT_SARCASM
1087,twitter_1088,SARCASM
1088,twitter_1089,NOT_SARCASM
1089,twitter_1090,SARCASM
1090,twitter_1091,SARCASM
1091,twitter_1092,NOT_SARCASM
1092,twitter_1093,SARCASM
1093,twitter_1094,NOT_SARCASM
1094,twitter_1095,SARCASM
1095,twitter_1096,SARCASM
1096,twitter_1097,NOT_SARCASM
1097,twitter_1098,NOT_SARCASM
1098,twitter_1099,NOT_SARCASM
1099,twitter_1100,SARCASM
1100,twitter_1101,SARCASM
1101,twitter_1102,NOT_SARCASM
1102,twitter_1103,SARCASM
1103,twitter_1104,SARCASM
1104,twitter_1105,NOT_SARCASM
1105,twitter_1106,NOT_SARCASM
1106,twitter_1107,NOT_SARCASM
1107,twitter_1108,SARCASM
1108,twitter_1109,SARCASM
1109,twitter_1110,NOT_SARCASM
1110,twitter_1111,SARCASM
1111,twitter_1112,NOT_SARCASM
1112,twitter_1113,SARCASM
1113,twitter_1114,SARCASM
1114,twitter_1115,SARCASM
1115,twitter_1116,SARCASM
1116,twitter_1117,NOT_SARCASM
1117,twitter_1118,NOT_SARCASM
1118,twitter_1119,NOT_SARCASM
1119,twitter_1120,SARCASM
1120,twitter_1121,SARCASM
1121,twitter_1122,NOT_SARCASM
1122,twitter_1123,SARCASM
1123,twitter_1124,SARCASM
1124,twitter_1125,SARCASM
1125,twitter_1126,NOT_SARCASM
1126,twitter_1127,SARCASM
1127,twitter_1128,NOT_SARCASM
1128,twitter_1129,SARCASM
1129,twitter_1130,SARCASM
1130,twitter_1131,SARCASM
1131,twitter_1132,NOT_SARCASM
1132,twitter_1133,SARCASM
1133,twitter_1134,NOT_SARCASM
1134,twitter_1135,NOT_SARCASM
1135,twitter_1136,SARCASM
1136,twitter_1137,SARCASM
1137,twitter_1138,SARCASM
1138,twitter_1139,SARCASM
1139,twitter_1140,NOT_SARCASM
1140,twitter_1141,SARCASM
1141,twitter_1142,SARCASM
1142,twitter_1143,SARCASM
1143,twitter_1144,SARCASM
1144,twitter_1145,SARCASM
1145,twitter_1146,NOT_SARCASM
1146,twitter_1147,SARCASM
1147,twitter_1148,NOT_SARCASM
1148,twitter_1149,NOT_SARCASM
1149,twitter_1150,NOT_SARCASM
1150,twitter_1151,NOT_SARCASM
1151,twitter_1152,NOT_SARCASM
1152,twitter_1153,NOT_SARCASM
1153,twitter_1154,SARCASM
1154,twitter_1155,SARCASM
1155,twitter_1156,SARCASM
1156,twitter_1157,NOT_SARCASM
1157,twitter_1158,SARCASM
1158,twitter_1159,SARCASM
1159,twitter_1160,NOT_SARCASM
1160,twitter_1161,NOT_SARCASM
1161,twitter_1162,SARCASM
1162,twitter_1163,NOT_SARCASM
1163,twitter_1164,SARCASM
1164,twitter_1165,SARCASM
1165,twitter_1166,SARCASM
1166,twitter_1167,SARCASM
1167,twitter_1168,NOT_SARCASM
1168,twitter_1169,NOT_SARCASM
1169,twitter_1170,SARCASM
1170,twitter_1171,NOT_SARCASM
1171,twitter_1172,SARCASM
1172,twitter_1173,NOT_SARCASM
1173,twitter_1174,SARCASM
1174,twitter_1175,SARCASM
1175,twitter_1176,NOT_SARCASM
1176,twitter_1177,NOT_SARCASM
1177,twitter_1178,SARCASM
1178,twitter_1179,SARCASM
1179,twitter_1180,SARCASM
1180,twitter_1181,NOT_SARCASM
1181,twitter_1182,SARCASM
1182,twitter_1183,SARCASM
1183,twitter_1184,NOT_SARCASM
1184,twitter_1185,NOT_SARCASM
1185,twitter_1186,NOT_SARCASM
1186,twitter_1187,SARCASM
1187,twitter_1188,SARCASM
1188,twitter_1189,SARCASM
1189,twitter_1190,NOT_SARCASM
1190,twitter_1191,SARCASM
1191,twitter_1192,SARCASM
1192,twitter_1193,SARCASM
1193,twitter_1194,NOT_SARCASM
1194,twitter_1195,NOT_SARCASM
1195,twitter_1196,NOT_SARCASM
1196,twitter_1197,NOT_SARCASM
1197,twitter_1198,SARCASM
1198,twitter_1199,SARCASM
1199,twitter_1200,SARCASM
1200,twitter_1201,SARCASM
1201,twitter_1202,SARCASM
1202,twitter_1203,SARCASM
1203,twitter_1204,SARCASM
1204,twitter_1205,NOT_SARCASM
1205,twitter_1206,NOT_SARCASM
1206,twitter_1207,SARCASM
1207,twitter_1208,NOT_SARCASM
1208,twitter_1209,NOT_SARCASM
1209,twitter_1210,SARCASM
1210,twitter_1211,SARCASM
1211,twitter_1212,SARCASM
1212,twitter_1213,SARCASM
1213,twitter_1214,SARCASM
1214,twitter_1215,SARCASM
1215,twitter_1216,NOT_SARCASM
1216,twitter_1217,SARCASM
1217,twitter_1218,NOT_SARCASM
1218,twitter_1219,SARCASM
1219,twitter_1220,SARCASM
1220,twitter_1221,SARCASM
1221,twitter_1222,SARCASM
1222,twitter_1223,NOT_SARCASM
1223,twitter_1224,NOT_SARCASM
1224,twitter_1225,SARCASM
1225,twitter_1226,SARCASM
1226,twitter_1227,SARCASM
1227,twitter_1228,NOT_SARCASM
1228,twitter_1229,SARCASM
1229,twitter_1230,SARCASM
1230,twitter_1231,SARCASM
1231,twitter_1232,SARCASM
1232,twitter_1233,SARCASM
1233,twitter_1234,SARCASM
1234,twitter_1235,SARCASM
1235,twitter_1236,SARCASM
1236,twitter_1237,SARCASM
1237,twitter_1238,NOT_SARCASM
1238,twitter_1239,SARCASM
1239,twitter_1240,SARCASM
1240,twitter_1241,SARCASM
1241,twitter_1242,SARCASM
1242,twitter_1243,SARCASM
1243,twitter_1244,NOT_SARCASM
1244,twitter_1245,SARCASM
1245,twitter_1246,SARCASM
1246,twitter_1247,NOT_SARCASM
1247,twitter_1248,NOT_SARCASM
1248,twitter_1249,SARCASM
1249,twitter_1250,NOT_SARCASM
1250,twitter_1251,SARCASM
1251,twitter_1252,SARCASM
1252,twitter_1253,NOT_SARCASM
1253,twitter_1254,SARCASM
1254,twitter_1255,SARCASM
1255,twitter_1256,SARCASM
1256,twitter_1257,SARCASM
1257,twitter_1258,SARCASM
1258,twitter_1259,SARCASM
1259,twitter_1260,SARCASM
1260,twitter_1261,SARCASM
1261,twitter_1262,SARCASM
1262,twitter_1263,SARCASM
1263,twitter_1264,SARCASM
1264,twitter_1265,NOT_SARCASM
1265,twitter_1266,SARCASM
1266,twitter_1267,SARCASM
1267,twitter_1268,SARCASM
1268,twitter_1269,NOT_SARCASM
1269,twitter_1270,NOT_SARCASM
1270,twitter_1271,SARCASM
1271,twitter_1272,SARCASM
1272,twitter_1273,NOT_SARCASM
1273,twitter_1274,SARCASM
1274,twitter_1275,SARCASM
1275,twitter_1276,SARCASM
1276,twitter_1277,NOT_SARCASM
1277,twitter_1278,NOT_SARCASM
1278,twitter_1279,NOT_SARCASM
1279,twitter_1280,NOT_SARCASM
1280,twitter_1281,NOT_SARCASM
1281,twitter_1282,SARCASM
1282,twitter_1283,SARCASM
1283,twitter_1284,NOT_SARCASM
1284,twitter_1285,NOT_SARCASM
1285,twitter_1286,SARCASM
1286,twitter_1287,NOT_SARCASM
1287,twitter_1288,SARCASM
1288,twitter_1289,SARCASM
1289,twitter_1290,NOT_SARCASM
1290,twitter_1291,SARCASM
1291,twitter_1292,SARCASM
1292,twitter_1293,SARCASM
1293,twitter_1294,SARCASM
1294,twitter_1295,SARCASM
1295,twitter_1296,SARCASM
1296,twitter_1297,SARCASM
1297,twitter_1298,NOT_SARCASM
1298,twitter_1299,NOT_SARCASM
1299,twitter_1300,SARCASM
1300,twitter_1301,SARCASM
1301,twitter_1302,SARCASM
1302,twitter_1303,NOT_SARCASM
1303,twitter_1304,NOT_SARCASM
1304,twitter_1305,SARCASM
1305,twitter_1306,SARCASM
1306,twitter_1307,NOT_SARCASM
1307,twitter_1308,SARCASM
1308,twitter_1309,NOT_SARCASM
1309,twitter_1310,SARCASM
1310,twitter_1311,SARCASM
1311,twitter_1312,SARCASM
1312,twitter_1313,NOT_SARCASM
1313,twitter_1314,SARCASM
1314,twitter_1315,SARCASM
1315,twitter_1316,SARCASM
1316,twitter_1317,SARCASM
1317,twitter_1318,SARCASM
1318,twitter_1319,SARCASM
1319,twitter_1320,NOT_SARCASM
1320,twitter_1321,SARCASM
1321,twitter_1322,NOT_SARCASM
1322,twitter_1323,SARCASM
1323,twitter_1324,SARCASM
1324,twitter_1325,SARCASM
1325,twitter_1326,NOT_SARCASM
1326,twitter_1327,NOT_SARCASM
1327,twitter_1328,NOT_SARCASM
1328,twitter_1329,SARCASM
1329,twitter_1330,SARCASM
1330,twitter_1331,SARCASM
1331,twitter_1332,SARCASM
1332,twitter_1333,NOT_SARCASM
1333,twitter_1334,SARCASM
1334,twitter_1335,NOT_SARCASM
1335,twitter_1336,SARCASM
1336,twitter_1337,NOT_SARCASM
1337,twitter_1338,NOT_SARCASM
1338,twitter_1339,SARCASM
1339,twitter_1340,SARCASM
1340,twitter_1341,SARCASM
1341,twitter_1342,SARCASM
1342,twitter_1343,SARCASM
1343,twitter_1344,SARCASM
1344,twitter_1345,NOT_SARCASM
1345,twitter_1346,SARCASM
1346,twitter_1347,SARCASM
1347,twitter_1348,SARCASM
1348,twitter_1349,NOT_SARCASM
1349,twitter_1350,SARCASM
1350,twitter_1351,SARCASM
1351,twitter_1352,NOT_SARCASM
1352,twitter_1353,SARCASM
1353,twitter_1354,NOT_SARCASM
1354,twitter_1355,SARCASM
1355,twitter_1356,SARCASM
1356,twitter_1357,SARCASM
1357,twitter_1358,NOT_SARCASM
1358,twitter_1359,SARCASM
1359,twitter_1360,NOT_SARCASM
1360,twitter_1361,NOT_SARCASM
1361,twitter_1362,SARCASM
1362,twitter_1363,SARCASM
1363,twitter_1364,NOT_SARCASM
1364,twitter_1365,NOT_SARCASM
1365,twitter_1366,SARCASM
1366,twitter_1367,SARCASM
1367,twitter_1368,SARCASM
1368,twitter_1369,NOT_SARCASM
1369,twitter_1370,SARCASM
1370,twitter_1371,NOT_SARCASM
1371,twitter_1372,NOT_SARCASM
1372,twitter_1373,NOT_SARCASM
1373,twitter_1374,SARCASM
1374,twitter_1375,SARCASM
1375,twitter_1376,SARCASM
1376,twitter_1377,SARCASM
1377,twitter_1378,NOT_SARCASM
1378,twitter_1379,SARCASM
1379,twitter_1380,SARCASM
1380,twitter_1381,SARCASM
1381,twitter_1382,SARCASM
1382,twitter_1383,SARCASM
1383,twitter_1384,NOT_SARCASM
1384,twitter_1385,NOT_SARCASM
1385,twitter_1386,NOT_SARCASM
1386,twitter_1387,NOT_SARCASM
1387,twitter_1388,SARCASM
1388,twitter_1389,SARCASM
1389,twitter_1390,SARCASM
1390,twitter_1391,SARCASM
1391,twitter_1392,SARCASM
1392,twitter_1393,SARCASM
1393,twitter_1394,NOT_SARCASM
1394,twitter_1395,NOT_SARCASM
1395,twitter_1396,NOT_SARCASM
1396,twitter_1397,SARCASM
1397,twitter_1398,SARCASM
1398,twitter_1399,SARCASM
1399,twitter_1400,NOT_SARCASM
1400,twitter_1401,SARCASM
1401,twitter_1402,NOT_SARCASM
1402,twitter_1403,NOT_SARCASM
1403,twitter_1404,SARCASM
1404,twitter_1405,NOT_SARCASM
1405,twitter_1406,NOT_SARCASM
1406,twitter_1407,SARCASM
1407,twitter_1408,SARCASM
1408,twitter_1409,SARCASM
1409,twitter_1410,SARCASM
1410,twitter_1411,SARCASM
1411,twitter_1412,SARCASM
1412,twitter_1413,NOT_SARCASM
1413,twitter_1414,SARCASM
1414,twitter_1415,SARCASM
1415,twitter_1416,SARCASM
1416,twitter_1417,NOT_SARCASM
1417,twitter_1418,SARCASM
1418,twitter_1419,NOT_SARCASM
1419,twitter_1420,NOT_SARCASM
1420,twitter_1421,NOT_SARCASM
1421,twitter_1422,SARCASM
1422,twitter_1423,SARCASM
1423,twitter_1424,SARCASM
1424,twitter_1425,SARCASM
1425,twitter_1426,SARCASM
1426,twitter_1427,SARCASM
1427,twitter_1428,NOT_SARCASM
1428,twitter_1429,SARCASM
1429,twitter_1430,SARCASM
1430,twitter_1431,NOT_SARCASM
1431,twitter_1432,NOT_SARCASM
1432,twitter_1433,NOT_SARCASM
1433,twitter_1434,NOT_SARCASM
1434,twitter_1435,NOT_SARCASM
1435,twitter_1436,SARCASM
1436,twitter_1437,SARCASM
1437,twitter_1438,SARCASM
1438,twitter_1439,SARCASM
1439,twitter_1440,NOT_SARCASM
1440,twitter_1441,SARCASM
1441,twitter_1442,SARCASM
1442,twitter_1443,NOT_SARCASM
1443,twitter_1444,NOT_SARCASM
1444,twitter_1445,SARCASM
1445,twitter_1446,NOT_SARCASM
1446,twitter_1447,SARCASM
1447,twitter_1448,NOT_SARCASM
1448,twitter_1449,SARCASM
1449,twitter_1450,SARCASM
1450,twitter_1451,SARCASM
1451,twitter_1452,SARCASM
1452,twitter_1453,SARCASM
1453,twitter_1454,SARCASM
1454,twitter_1455,SARCASM
1455,twitter_1456,SARCASM
1456,twitter_1457,SARCASM
1457,twitter_1458,SARCASM
1458,twitter_1459,NOT_SARCASM
1459,twitter_1460,NOT_SARCASM
1460,twitter_1461,NOT_SARCASM
1461,twitter_1462,NOT_SARCASM
1462,twitter_1463,SARCASM
1463,twitter_1464,NOT_SARCASM
1464,twitter_1465,SARCASM
1465,twitter_1466,SARCASM
1466,twitter_1467,NOT_SARCASM
1467,twitter_1468,SARCASM
1468,twitter_1469,SARCASM
1469,twitter_1470,NOT_SARCASM
1470,twitter_1471,SARCASM
1471,twitter_1472,SARCASM
1472,twitter_1473,SARCASM
1473,twitter_1474,NOT_SARCASM
1474,twitter_1475,NOT_SARCASM
1475,twitter_1476,SARCASM
1476,twitter_1477,SARCASM
1477,twitter_1478,SARCASM
1478,twitter_1479,SARCASM
1479,twitter_1480,NOT_SARCASM
1480,twitter_1481,SARCASM
1481,twitter_1482,NOT_SARCASM
1482,twitter_1483,NOT_SARCASM
1483,twitter_1484,SARCASM
1484,twitter_1485,SARCASM
1485,twitter_1486,SARCASM
1486,twitter_1487,SARCASM
1487,twitter_1488,SARCASM
1488,twitter_1489,SARCASM
1489,twitter_1490,SARCASM
1490,twitter_1491,NOT_SARCASM
1491,twitter_1492,SARCASM
1492,twitter_1493,NOT_SARCASM
1493,twitter_1494,SARCASM
1494,twitter_1495,NOT_SARCASM
1495,twitter_1496,SARCASM
1496,twitter_1497,NOT_SARCASM
1497,twitter_1498,NOT_SARCASM
1498,twitter_1499,NOT_SARCASM
1499,twitter_1500,NOT_SARCASM
1500,twitter_1501,NOT_SARCASM
1501,twitter_1502,NOT_SARCASM
1502,twitter_1503,NOT_SARCASM
1503,twitter_1504,SARCASM
1504,twitter_1505,SARCASM
1505,twitter_1506,SARCASM
1506,twitter_1507,NOT_SARCASM
1507,twitter_1508,SARCASM
1508,twitter_1509,SARCASM
1509,twitter_1510,SARCASM
1510,twitter_1511,SARCASM
1511,twitter_1512,NOT_SARCASM
1512,twitter_1513,SARCASM
1513,twitter_1514,SARCASM
1514,twitter_1515,SARCASM
1515,twitter_1516,NOT_SARCASM
1516,twitter_1517,NOT_SARCASM
1517,twitter_1518,NOT_SARCASM
1518,twitter_1519,NOT_SARCASM
1519,twitter_1520,SARCASM
1520,twitter_1521,SARCASM
1521,twitter_1522,SARCASM
1522,twitter_1523,SARCASM
1523,twitter_1524,NOT_SARCASM
1524,twitter_1525,SARCASM
1525,twitter_1526,NOT_SARCASM
1526,twitter_1527,SARCASM
1527,twitter_1528,SARCASM
1528,twitter_1529,NOT_SARCASM
1529,twitter_1530,NOT_SARCASM
1530,twitter_1531,NOT_SARCASM
1531,twitter_1532,SARCASM
1532,twitter_1533,SARCASM
1533,twitter_1534,NOT_SARCASM
1534,twitter_1535,SARCASM
1535,twitter_1536,SARCASM
1536,twitter_1537,SARCASM
1537,twitter_1538,SARCASM
1538,twitter_1539,SARCASM
1539,twitter_1540,SARCASM
1540,twitter_1541,SARCASM
1541,twitter_1542,SARCASM
1542,twitter_1543,NOT_SARCASM
1543,twitter_1544,SARCASM
1544,twitter_1545,NOT_SARCASM
1545,twitter_1546,SARCASM
1546,twitter_1547,NOT_SARCASM
1547,twitter_1548,SARCASM
1548,twitter_1549,SARCASM
1549,twitter_1550,NOT_SARCASM
1550,twitter_1551,SARCASM
1551,twitter_1552,SARCASM
1552,twitter_1553,SARCASM
1553,twitter_1554,SARCASM
1554,twitter_1555,NOT_SARCASM
1555,twitter_1556,SARCASM
1556,twitter_1557,SARCASM
1557,twitter_1558,NOT_SARCASM
1558,twitter_1559,SARCASM
1559,twitter_1560,SARCASM
1560,twitter_1561,NOT_SARCASM
1561,twitter_1562,NOT_SARCASM
1562,twitter_1563,NOT_SARCASM
1563,twitter_1564,SARCASM
1564,twitter_1565,SARCASM
1565,twitter_1566,NOT_SARCASM
1566,twitter_1567,SARCASM
1567,twitter_1568,NOT_SARCASM
1568,twitter_1569,NOT_SARCASM
1569,twitter_1570,SARCASM
1570,twitter_1571,SARCASM
1571,twitter_1572,SARCASM
1572,twitter_1573,NOT_SARCASM
1573,twitter_1574,SARCASM
1574,twitter_1575,SARCASM
1575,twitter_1576,SARCASM
1576,twitter_1577,SARCASM
1577,twitter_1578,SARCASM
1578,twitter_1579,SARCASM
1579,twitter_1580,SARCASM
1580,twitter_1581,SARCASM
1581,twitter_1582,SARCASM
1582,twitter_1583,SARCASM
1583,twitter_1584,NOT_SARCASM
1584,twitter_1585,NOT_SARCASM
1585,twitter_1586,SARCASM
1586,twitter_1587,NOT_SARCASM
1587,twitter_1588,SARCASM
1588,twitter_1589,NOT_SARCASM
1589,twitter_1590,NOT_SARCASM
1590,twitter_1591,NOT_SARCASM
1591,twitter_1592,SARCASM
1592,twitter_1593,SARCASM
1593,twitter_1594,SARCASM
1594,twitter_1595,NOT_SARCASM
1595,twitter_1596,NOT_SARCASM
1596,twitter_1597,SARCASM
1597,twitter_1598,NOT_SARCASM
1598,twitter_1599,SARCASM
1599,twitter_1600,SARCASM
1600,twitter_1601,SARCASM
1601,twitter_1602,NOT_SARCASM
1602,twitter_1603,NOT_SARCASM
1603,twitter_1604,NOT_SARCASM
1604,twitter_1605,SARCASM
1605,twitter_1606,SARCASM
1606,twitter_1607,SARCASM
1607,twitter_1608,SARCASM
1608,twitter_1609,SARCASM
1609,twitter_1610,SARCASM
1610,twitter_1611,SARCASM
1611,twitter_1612,NOT_SARCASM
1612,twitter_1613,NOT_SARCASM
1613,twitter_1614,NOT_SARCASM
1614,twitter_1615,SARCASM
1615,twitter_1616,NOT_SARCASM
1616,twitter_1617,NOT_SARCASM
1617,twitter_1618,SARCASM
1618,twitter_1619,NOT_SARCASM
1619,twitter_1620,SARCASM
1620,twitter_1621,SARCASM
1621,twitter_1622,SARCASM
1622,twitter_1623,SARCASM
1623,twitter_1624,SARCASM
1624,twitter_1625,SARCASM
1625,twitter_1626,SARCASM
1626,twitter_1627,SARCASM
1627,twitter_1628,NOT_SARCASM
1628,twitter_1629,SARCASM
1629,twitter_1630,SARCASM
1630,twitter_1631,NOT_SARCASM
1631,twitter_1632,NOT_SARCASM
1632,twitter_1633,NOT_SARCASM
1633,twitter_1634,SARCASM
1634,twitter_1635,NOT_SARCASM
1635,twitter_1636,SARCASM
1636,twitter_1637,NOT_SARCASM
1637,twitter_1638,NOT_SARCASM
1638,twitter_1639,SARCASM
1639,twitter_1640,SARCASM
1640,twitter_1641,NOT_SARCASM
1641,twitter_1642,NOT_SARCASM
1642,twitter_1643,SARCASM
1643,twitter_1644,SARCASM
1644,twitter_1645,SARCASM
1645,twitter_1646,SARCASM
1646,twitter_1647,SARCASM
1647,twitter_1648,SARCASM
1648,twitter_1649,SARCASM
1649,twitter_1650,NOT_SARCASM
1650,twitter_1651,NOT_SARCASM
1651,twitter_1652,NOT_SARCASM
1652,twitter_1653,SARCASM
1653,twitter_1654,NOT_SARCASM
1654,twitter_1655,NOT_SARCASM
1655,twitter_1656,SARCASM
1656,twitter_1657,SARCASM
1657,twitter_1658,NOT_SARCASM
1658,twitter_1659,NOT_SARCASM
1659,twitter_1660,SARCASM
1660,twitter_1661,NOT_SARCASM
1661,twitter_1662,SARCASM
1662,twitter_1663,NOT_SARCASM
1663,twitter_1664,SARCASM
1664,twitter_1665,SARCASM
1665,twitter_1666,SARCASM
1666,twitter_1667,SARCASM
1667,twitter_1668,SARCASM
1668,twitter_1669,NOT_SARCASM
1669,twitter_1670,SARCASM
1670,twitter_1671,NOT_SARCASM
1671,twitter_1672,SARCASM
1672,twitter_1673,SARCASM
1673,twitter_1674,SARCASM
1674,twitter_1675,SARCASM
1675,twitter_1676,SARCASM
1676,twitter_1677,SARCASM
1677,twitter_1678,NOT_SARCASM
1678,twitter_1679,SARCASM
1679,twitter_1680,SARCASM
1680,twitter_1681,SARCASM
1681,twitter_1682,NOT_SARCASM
1682,twitter_1683,SARCASM
1683,twitter_1684,SARCASM
1684,twitter_1685,NOT_SARCASM
1685,twitter_1686,SARCASM
1686,twitter_1687,SARCASM
1687,twitter_1688,NOT_SARCASM
1688,twitter_1689,NOT_SARCASM
1689,twitter_1690,NOT_SARCASM
1690,twitter_1691,SARCASM
1691,twitter_1692,SARCASM
1692,twitter_1693,NOT_SARCASM
1693,twitter_1694,SARCASM
1694,twitter_1695,NOT_SARCASM
1695,twitter_1696,NOT_SARCASM
1696,twitter_1697,SARCASM
1697,twitter_1698,SARCASM
1698,twitter_1699,SARCASM
1699,twitter_1700,NOT_SARCASM
1700,twitter_1701,NOT_SARCASM
1701,twitter_1702,SARCASM
1702,twitter_1703,SARCASM
1703,twitter_1704,NOT_SARCASM
1704,twitter_1705,SARCASM
1705,twitter_1706,SARCASM
1706,twitter_1707,SARCASM
1707,twitter_1708,NOT_SARCASM
1708,twitter_1709,NOT_SARCASM
